Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Länge;Streckenkurzname;Bezeichnung;Kreuzungsart;Bundesland;Kreis;WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
1720;Streckenachse;20,4 + 81,327;20,4 + 83,498;102040081,327;102040083,498;20,4;81,327;20,4;83,498;4;Lehrte - Cuxhaven;EÜ;EÜ über Graben/Flutöffn. zeitw. Wasser;Niedersachsen;Landkreis Region Hannover;MULTILINESTRING ((3566959.230194331 5809549.7790030325,3566959.626542795 5809551.912601594));MULTILINESTRING ((9.983053464803955 52.41511920983157,9.983059715920575 52.415138332636886));MULTILINESTRING ((566860.6460885928 5807665.8563083485,566861.0422980103 5807667.989052839))
1720;Streckenachse;23,1 + 65,555;23,1 + 68,430;102310065,555;102310068,43;23,1;65,555;23,1;68,43;4;Lehrte - Cuxhaven;EÜ Hainholzgraben;EÜ über Graben/Flutöffn. zeitw. Wasser;Niedersachsen;Landkreis Region Hannover;MULTILINESTRING ((3567768.463424774 5812104.849761659,3567769.531151317 5812107.525555572));MULTILINESTRING ((9.995462682333564 52.43797789161646,9.995478923013954 52.438001802283566));MULTILINESTRING ((567669.5794422426 5810219.9013161,567670.6467669557 5810222.576033846))
1720;Streckenachse;24,1 + 21,848;24,1 + 26,580;102410021,848;102410026,58;24,1;21,848;24,1;26,58;7;Lehrte - Cuxhaven;EÜ Fuß- und Radweg;EÜ über Rad-/Fußweg;Niedersachsen;Landkreis Region Hannover;MULTILINESTRING ((3568125.5997261596 5812993.193753749,3568127.3842053106 5812997.581834779));MULTILINESTRING ((10.000894543767776 52.44591559490308,10.000921679409348 52.445954800933904));MULTILINESTRING ((568026.5812810112 5811107.888005381,568028.3650878606 5811112.2743212925))
1720;Streckenachse;24,4 + 49,986;24,4 + 53,523;102440049,986;102440053,523;24,4;49,986;24,4;53,523;4;Lehrte - Cuxhaven;EÜ Fuß- und Radweg;EÜ über Rad-/Fußweg;Niedersachsen;Landkreis Region Hannover;MULTILINESTRING ((3568248.500287985 5813297.822725575,3568249.8137411857 5813301.1108730715));MULTILINESTRING ((10.002764034968765 52.448637459019345,10.002784022351406 52.44866684012753));MULTILINESTRING ((568149.4355618355 5811412.394448112,568150.7485207178 5811415.681273153))
1720;Streckenachse;24,4 + 97,713;24,5 + 0,807;102440097,713;102450000,807;24,4;97,713;24,5;0,807;4;Lehrte - Cuxhaven;EÜ Personentunnel;EÜ über Wege/Räume Reisende-Bstg.Zug.;Niedersachsen;Landkreis Region Hannover;MULTILINESTRING ((3568266.2235508985 5813342.191799808,3568267.372497521 5813345.068115429));MULTILINESTRING ((10.003033739749995 52.44903391676906,10.003051224080476 52.44905961792735));MULTILINESTRING ((568167.1521545952 5811456.745677622,568168.3006688114 5811459.620836423))
1720;Streckenachse;28,8 + 1,924;28,8 + 4,150;102880001,924;102880004,15;28,8;1,924;28,8;4,15;4;Lehrte - Cuxhaven;EÜ Hechtgraben;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Region Hannover;MULTILINESTRING ((3569147.348897965 5817556.301288567,3569147.4011412472 5817556.566748066,3569147.7810916267 5817558.487084346));MULTILINESTRING ((10.016864879155937 52.48678803025517,10.016865703176311 52.486790408851725,10.016871693910971 52.486807615383206));MULTILINESTRING ((569047.9637869622 5815669.167459865,569048.016011785 5815669.432813081,569048.3958278208 5815671.35238049))
1720;Streckenachse;40,0 + 66,742;40,0 + 87,049;104000066,742;104000087,049;40;66,742;40;87,049;18;Lehrte - Cuxhaven;EÜ Fuhsekanal;EÜ über künstliche Wasserstraße (Kanal);Niedersachsen;Landkreis Celle;MULTILINESTRING ((3571317.421299457 5828616.4197719665,3571321.3296286585 5828636.369810281));MULTILINESTRING ((10.051178457123422 52.58588467366457,10.051240405197666 52.5860634119596));MULTILINESTRING ((571217.2699349606 5826724.857982063,571221.1768848086 5826744.8000336625))
1720;Streckenachse;43,6 + 72,918;43,6 + 88,165;104360072,918;104360088,165;43,6;72,918;43,6;88,165;16;Lehrte - Cuxhaven;EÜ Wiesenstraße;EÜ über andere Straße/Weg KFZ-Verkehr;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3571955.370985609 5832166.4339397475,3571958.3671593335 5832181.41190003));MULTILINESTRING ((10.061360789769743 52.61769728404675,10.061408278568148 52.6178314627836));MULTILINESTRING ((571854.9971191536 5830273.451484209,571857.9922328161 5830288.423447873))
1720;Streckenachse;43,8 + 44,097;43,8 + 97,354;104380044,097;104380097,354;43,8;44,097;43,8;97,354;54;Lehrte - Cuxhaven;EÜ Fuhsekanal;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3571989.13058425 5832334.568080875,3571999.6410771455 5832386.876314946));MULTILINESTRING ((10.061895752915753 52.61920348085267,10.062062304312283 52.61967207232449));MULTILINESTRING ((571888.7447678713 5830441.518309588,571899.2515400402 5830493.805600994))
1720;Streckenachse;43,9 + 81,201;43,9 + 93,877;104390081,201;104390093,877;43,9;81,201;43,9;93,877;16;Lehrte - Cuxhaven;EÜ Bahnhofstraße B 214;EÜ über Bundesstraße;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3572014.9220388173 5832469.443457304,3572017.6473463695 5832481.847704405));MULTILINESTRING ((10.062305875155573 52.62041190433422,10.062348810576863 52.620522993967));MULTILINESTRING ((571914.5271506014 5830576.33969766,571917.2514830213 5830588.738976387))
1720;Streckenachse;44,0 + 43,367;44,0 + 48,867;104400043,367;104400048,867;44;43,367;44;48,867;7;Lehrte - Cuxhaven;EÜ Personentunnel;EÜ über Wege/Räume Reisende-Bstg.Zug.;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3572026.3647120604 5832530.656916867,3572026.7948857625 5832533.102106156,3572027.389018239 5832536.070960501));MULTILINESTRING ((10.062488137294874 52.620960383999055,10.062495020663738 52.620982296736464,10.062504438681584 52.621008892813585));MULTILINESTRING ((571925.9658113469 5830637.52865687,571926.395835493 5830639.972867729,571926.989757755 5830642.940533454))
1720;Streckenachse;44,0 + 98,536;44,1 + 2,048;104400098,536;104410002,048;44;98,536;44,1;2,048;6;Lehrte - Cuxhaven;EÜ Gepäck- und Posttunnel;EÜ über Wege/Räume für Gepäck, Post...;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3572037.1541481838 5832584.866893454,3572037.8446218465 5832588.317160554));MULTILINESTRING ((10.062659234391962 52.621446024397144,10.062670179819595 52.621476933125955));MULTILINESTRING ((571936.7514326342 5830691.716930347,571937.4416619965 5830695.165816089))
1720;Streckenachse;44,2 + 13,890;44,2 + 99,886;104420013,89;104420099,886;44,2;13,89;44,2;99,886;87;Lehrte - Cuxhaven;EÜ Allerbrücke Celle;EÜ über natürlich schiffbaren Fluß;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3572054.9197540707 5832697.517936622,3572055.008384122 5832698.186055184,3572056.1183841466 5832706.8155525355,3572056.7803841634 5832712.019550939,3572059.5498842774 5832734.833043942,3572064.7701573637 5832781.534260408));MULTILINESTRING ((10.062946063506159 52.62245582580647,10.06294751761228 52.622461817022604,10.0629657859176 52.622539204876354,10.062976693607816 52.62258587441947,10.063022553720652 52.62279048376668,10.063109803651214 52.623209396488335));MULTILINESTRING ((571954.510966555 5830804.322915068,571954.5995672643 5830804.990766549,571955.7092021572 5830813.6168145,571956.3709849247 5830818.818732817,571959.1395855028 5830841.623108242,571964.3581961703 5830888.305664255))
1720;Streckenachse;44,6 + 43,052;44,7 + 33,438;104460043,052;104470033,438;44,6;43,052;44,7;33,438;84;Lehrte - Cuxhaven;EÜ Flutöffnung Aller;EÜ über Graben/Flutöffn. zeitw. Wasser;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3572105.6650358867 5833122.646296836,3572113.758386511 5833181.166407061,3572118.4336161125 5833212.23822936));MULTILINESTRING ((10.063787971282952 52.62626882188256,10.063920235852734 52.62679354367533,10.063996045469594 52.62707209955924));MULTILINESTRING ((572005.2398302517 5831229.281377673,572013.3304792773 5831287.77809114,572018.0041237965 5831318.837487321))
1720;Streckenachse;45,2 + 72,483;45,2 + 77,161;104520072,483;104520077,161;45,2;72,483;45,2;77,161;4;Lehrte - Cuxhaven;EÜ Rad- undFußweg;EÜ über Rad-/Fußweg;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3572258.5290346416 5833731.863079406,3572260.305781202 5833736.196837863));MULTILINESTRING ((10.06617820625123 52.6317222442488,10.066205390985182 52.63176094611725));MULTILINESTRING ((572158.0483607218 5831838.253977087,572159.8244379748 5831842.58599234))
1720;Streckenachse;46,7 + 7,019;46,7 + 11,019;104670007,019;104670011,019;46,7;7,019;46,7;11,019;6;Lehrte - Cuxhaven;EÜ Klein Hehlerner Bach;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3573104.211095005 5834881.276704491,3573106.8176994836 5834884.317352143));MULTILINESTRING ((10.078920664070193 52.64193636115016,10.078959837586998 52.641963329852246));MULTILINESTRING ((573003.403673559 5832987.2019090075,573006.0092664331 5832990.241321404))
1720;Streckenachse;47,9 + 69,141;47,9 + 72,042;104790069,141;104790072,042;47,9;69,141;47,9;72,042;5;Lehrte - Cuxhaven;EÜ Vorwerker Bach;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3573949.4971258016 5835820.572668269,3573951.4400422275 5835822.731806254));MULTILINESTRING ((10.091616156571398 52.65026125541014,10.09164534314831 52.65028039005877));MULTILINESTRING ((573848.3612391533 5833926.115926075,573850.3034006004 5833928.274186085))
1720;Streckenachse;49,9 + 98,725;50,0 + 3,433;104990098,725;105000003,433;49,9;98,725;50;3,433;20;Lehrte - Cuxhaven;EÜ Kreuzungsbauwerk;EÜ über DBAG-Gleise;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3575308.507605453 5837331.3913406795,3575309.1445969823 5837332.099521444,3575311.659990709 5837334.896057574));MULTILINESTRING ((10.112037633508622 52.66364865152321,10.112047208341352 52.66365492588362,10.112085018098464 52.66367970271079));MULTILINESTRING ((575206.8436476233 5835436.320252163,575207.4803916406 5835437.0281449575,575209.9948079768 5835439.823543923))
1720;Streckenachse;51,1 + 60,150;51,1 + 68,150;105110060,15;105110068,15;51,1;60,15;51,1;68,15;9;Lehrte - Cuxhaven;EÜ;EÜ über andere Straße/Weg Fahrverkehr;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3576086.0486598136 5838195.5419083955,3576091.3852725695 5838201.500486044));MULTILINESTRING ((10.123727090294368 52.67130424963588,10.123807340757711 52.671357036641766));MULTILINESTRING ((575984.0825778826 5836300.119423688,575989.4171172914 5836306.075578569))
1720;Streckenachse;58,3 + 3,744;58,3 + 6,930;105830003,744;105830006,93;58,3;3,744;58,3;6,93;9;Lehrte - Cuxhaven;EÜ Quarmbach;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3580862.587541377 5843506.183694644,3580864.7177821207 5843508.55226931));MULTILINESTRING ((10.195627282080252 52.718325972953714,10.195659382658766 52.71834693489859));MULTILINESTRING ((580758.7656091457 5841608.601664247,580760.8950222643 5841610.969275722))
1720;Streckenachse;61,7 + 15,652;61,7 + 19,586;106170015,652;106170019,586;61,7;15,652;61,7;19,586;4;Lehrte - Cuxhaven;EÜ Bahnsteigzugang;EÜ über Wege/Räume Reisende-Bstg.Zug.;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3583152.676365325 5846050.705731602,3583155.305692862 5846053.631887546));MULTILINESTRING ((10.230153948342673 52.74083964914146,10.230193611216773 52.740865534167355));MULTILINESTRING ((583047.964713158 5844152.088937129,583050.5930192468 5844155.0139031345))
1720;Streckenachse;62,9 + 47,819;62,9 + 50,438;106290047,819;106290050,438;62,9;47,819;62,9;50,438;2;Lehrte - Cuxhaven;EÜ Lanneweh;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3583866.149863 5847050.405975553,3583867.3818501285 5847052.71705776));MULTILINESTRING ((10.240970831283722 52.749710975472595,10.240989662546731 52.749731547515054));MULTILINESTRING ((583761.1628988313 5845151.384315723,583762.3944158537 5845153.69446574))
1720;Streckenachse;65,3 + 85,250;65,3 + 88,262;106530085,25;106530088,262;65,3;85,25;65,3;88,262;7;Lehrte - Cuxhaven;EÜ Weg;EÜ über andere Straße/Weg Fahrverkehr;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3584695.4201559024 5849339.251823299,3584696.366496505 5849342.111233962));MULTILINESTRING ((10.253839895912783 52.77014491744542,10.253854652629554 52.77017045825803));MULTILINESTRING ((584590.1233904297 5847439.310477129,584591.0693797468 5847442.168739662))
1720;Streckenachse;70,7 + 60,173;70,7 + 63,915;107070060,173;107070063,915;70,7;60,173;70,7;63,915;8;Lehrte - Cuxhaven;EÜ Waldweg;EÜ über andere Straße/Weg Fahrverkehr;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3586452.63763242 5854428.4363960475,3586454.382366327 5854431.74674777));MULTILINESTRING ((10.281212887794245 52.815587576432506,10.281239634204649 52.815617036739));MULTILINESTRING ((586346.6866495942 5852526.450969796,586348.4307182065 5852529.759986477))
1720;Streckenachse;73,1 + 72,028;73,1 + 75,638;107310072,028;107310075,638;73,1;72,028;73,1;75,638;4;Lehrte - Cuxhaven;EÜ Bahnsteigzugang;EÜ über Rad-/Fußweg;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3587651.0198495975 5856521.41939031,3587652.863843302 5856524.522896536));MULTILINESTRING ((10.299543907034014 52.83419721827945,10.299572094361595 52.83422479982124));MULTILINESTRING ((587544.6102801264 5854618.589014513,587546.4535671459 5854621.69126723))
1720;Streckenachse;74,3 + 98,073;74,4 + 2,070;107430098,073;107440002,07;74,3;98,073;74,4;2,07;3;Lehrte - Cuxhaven;EÜ Rad- und Fußweg;EÜ über Rad-/Fußweg;Niedersachsen;Landkreis Celle;MULTILINESTRING ((3588452.1549802274 5857441.639767008,3588453.3685076223 5857442.696394154,3588455.1765465126 5857444.256259473));MULTILINESTRING ((10.311677436695845 52.842333434156565,10.311695728129207 52.842342727510925,10.311722976712801 52.84235644427654));MULTILINESTRING ((588345.4345078646 5855538.435404864,588346.6475612611 5855539.491599923,588348.454893808 5855541.05082721))
1720;Streckenachse;80,3 + 35,621;80,3 + 41,832;108030035,621;108030041,832;80,3;35,621;80,3;41,832;8;Lehrte - Cuxhaven;EÜ Forstweg;EÜ über andere Straße/Weg Fahrverkehr;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3593360.686240388 5860476.381698846,3593365.0407740073 5860480.821694337));MULTILINESTRING ((10.385372186391452 52.86876820964943,10.385438103842457 52.86880734120416));MULTILINESTRING ((593252.0373135897 5858571.923357978,593256.3901523477 5858576.361544458))
1720;Streckenachse;83,0 + 99,693;83,1 + 5,730;108300099,693;108310005,73;83;99,693;83,1;5,73;7;Lehrte - Cuxhaven;EÜ Feldweg;EÜ über andere Straße/Weg Fahrverkehr;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3595111.5218622913 5862609.752817866,3595114.978307764 5862614.711838576));MULTILINESTRING ((10.411987017752594 52.88762662087692,10.412039801171037 52.88767055844204));MULTILINESTRING ((595002.1946637168 5860704.428366943,595005.6497770079 5860709.385379954))
1720;Streckenachse;84,9 + 19,452;84,9 + 21,906;108490019,452;108490021,906;84,9;19,452;84,9;21,906;5;Lehrte - Cuxhaven;EÜ Graulinger Bach;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3596153.535976878 5864104.486247153,3596154.940786282 5864106.502203896));MULTILINESTRING ((10.427904400698338 52.900869009849366,10.427925866789915 52.900886868540425));MULTILINESTRING ((596043.8071707581 5862198.556638776,596045.2114387457 5862200.571779343))
1720;Streckenachse;85,5 + 41,315;85,5 + 45,116;108550041,315;108550045,116;85,5;41,315;85,5;45,116;4;Lehrte - Cuxhaven;EÜ Bahnsteigzugang;EÜ über Wege/Räume Reisende-Bstg.Zug.;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3596509.5519348877 5864615.327398447,3596511.7280267132 5864618.4497859));MULTILINESTRING ((10.433345027911688 52.90539424525628,10.433378286379412 52.90542190380721));MULTILINESTRING ((596399.6859197426 5862709.190971347,596401.8611729047 5862712.312094671))
1720;Streckenachse;87,7 + 74,911;87,7 + 77,676;108770074,911;108770077,676;87,7;74,911;87,7;77,676;6;Lehrte - Cuxhaven;EÜ Feldweg;EÜ über andere Straße/Weg Fahrverkehr;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3598096.1146347728 5866164.833945696,3598098.396289657 5866166.4020326035));MULTILINESTRING ((10.45738517887437 52.919026589611725,10.457419562850099 52.91904025953048));MULTILINESTRING ((597985.6305382438 5864258.06555905,597987.9112982416 5864259.63300024))
1720;Streckenachse;87,9 + 33,573;87,9 + 35,276;108790033,573;108790035,276;87,9;33,573;87,9;35,276;9;Lehrte - Cuxhaven;EÜ Stahlbach;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3598227.0403751335 5866254.815531939,3598228.445645286 5866255.781382773));MULTILINESTRING ((10.45935823284767 52.919810995106886,10.459379410701274 52.919819414646824));MULTILINESTRING ((598116.5049283981 5864348.010092114,598117.9096473927 5864348.975545225))
1720;Streckenachse;88,0 + 33,359;88,0 + 37,858;108800033,359;108800037,858;88;33,359;88;37,858;7;Lehrte - Cuxhaven;EÜ Feldweg;EÜ über andere Straße/Weg Fahrverkehr;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3598309.3811194096 5866311.408832861,3598313.093574148 5866313.960425879));MULTILINESTRING ((10.460599146997172 52.92030432520873,10.460655096115838 52.92032656741793));MULTILINESTRING ((598198.8133779856 5864404.580088683,598202.5243766707 5864407.130630991))
1720;Streckenachse;92,1 + 79,295;92,2 + 35,595;109210079,295;109220035,595;92,1;79,295;92,2;35,595;58;Lehrte - Cuxhaven;EÜ Gerdau;EÜ über anderen Wasserlauf;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3601582.897855812 5868834.454686018,3601622.263857169 5868874.633205275));MULTILINESTRING ((10.5100408457601 52.94235986917043,10.510638797581546 52.942713339787915));MULTILINESTRING ((601471.0487374319 5866926.590586228,601510.399419817 5866966.752734197))
1720;Streckenachse;94,1 + 83,062;94,1 + 91,602;109410083,062;109410091,602;94,1;83,062;94,1;91,602;9;Lehrte - Cuxhaven;EÜ Krbw;EÜ über DBAG-Gleise;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3602984.3375726435 5870264.082346709,3602990.312086601 5870270.173796227));MULTILINESTRING ((10.531333851953367 52.95493497505944,10.531424652126923 52.954988546858715));MULTILINESTRING ((602871.9430959238 5868355.635714416,602877.9152849539 5868361.724681792))
1720;Streckenachse;94,9 + 43,108;94,9 + 50,293;109490043,108;109490050,293;94,9;43,108;94,9;50,293;7,1;Lehrte - Cuxhaven;EÜ Straße;EÜ über andere Straße/Weg Fahrverkehr;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3603518.102065011 5870804.195055006,3603523.1616113717 5870809.287448333));MULTILINESTRING ((10.539445537568417 52.95968399162964,10.539522427900454 52.959728759287955));MULTILINESTRING ((603405.4998423553 5868895.528300414,603410.5574192557 5868900.61861809))
1720;Streckenachse;96,2 + 11,108;96,2 + 26,631;109620011,108;109620026,631;96,2;11,108;96,2;26,631;18;Lehrte - Cuxhaven;EÜ Bahnhofstr.;EÜ über andere Straße/Weg KFZ-Verkehr;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3604350.879117209 5871750.82186932,3604357.5729500502 5871764.831545546));MULTILINESTRING ((10.552138377650865 52.968025947059,10.552242483536668 52.96815048890174));MULTILINESTRING ((604237.9537278146 5869841.770256678,604244.6450217655 5869855.774288768))
1720;Streckenachse;96,4 + 49,955;96,4 + 53,991;109640049,955;109640053,991;96,4;49,955;96,4;53,991;6;Lehrte - Cuxhaven;EÜ Bstg-Zugang;EÜ über Wege/Räume Reisende-Bstg.Zug.;Niedersachsen;Landkreis Uelzen;MULTILINESTRING ((3604450.904508857 5871967.762746347,3604452.5791888963 5871971.435961542));MULTILINESTRING ((10.553696534915138 52.969955182112756,10.55372263687365 52.96998785117006));MULTILINESTRING ((604337.9412508016 5870058.623767165,604339.6152972013 5870062.295503254))
